domain	end	gene	start
PF01261	277	Rv0498	23
PF13622	288	Rv0499	30
PF03807	106	proC	7
PF14748	290	proC	169
PF12728	74	Rv0500A	24
PF08213	33	Rv0500B	1
PF01370	256	galE2	26
PF01553	261	Rv0502	129
PF02353	298	cmaA2	11
PF13452	141	Rv0504c	9
PF00702	249	serB1	56
PF05423	145	mmpS2	8
PF03176	382	mmpL2	54
PF03176_1	939	mmpL2	601
PF05768	84	Rv0508	5
PF00745	426	hemA	327
PF01488	315	hemA	171
PF05201	156	hemA	6
PF01379	206	hemC	2
PF03900	297	hemC	217
PF00590	247	hemD	11
PF02602	540	hemD	308
PF00490	327	hemB	8
PF02720	339	Rv0515	33
PF01740	135	Rv0516c	29
PF01757	388	Rv0517	36
PF00756	298	Rv0519c	81
PF08241	83	Rv0520	1
PF00324	430	gabP	1
PF00202	449	hemL	40
PF00300	198	Rv0525	7
PF00578	185	Rv0526	69
PF02683	237	ccdA	20
PF05140	500	Rv0528	8
PF01578	318	ccsA	107
PF01656	370	Rv0530	153
PF14012	85	Rv0531	17
PF00934	94	PE_PGRS6	4
PF08541	332	fabH	242
PF08545	193	fabH	116
PF01040	265	menA	19
PF01048	240	pnp	8
PF01370	276	galE3	3
PF00535	159	Rv0539	7
PF09837	165	Rv0540	44
PF00501	270	menE	19
PF13193	354	menE	278
PF11829	92	Rv0543c	3
PF01384	322	pitA	159
PF01384_1	165	pitA	22
PF00903	113	Rv0546c	5
PF00106	237	Rv0547c	41
PF00378	309	menB	43
PF01850	130	vapC3	12
PF07362	65	vapB3	18
PF00501	462	fadD8	56
PF13193	552	fadD8	470
PF07969	532	Rv0552	50
PF13378	301	menC	89
PF18374	68	menC	17
PF12697	252	bpoC	15
PF02776	191	menD	5
PF00534	349	mgtA	194
PF13439	187	mgtA	17
PF01209	227	menH	5
PF05305	101	Rv0559c	22
PF13847	196	Rv0560c	63
PF01494	317	Rv0561c	6
PF00348	287	grcC1	41
PF01435	284	htpX	68
PF01210	165	gpdA1	9
PF07479	325	gpdA1	184
PF00743	352	Rv0565c	10
PF04461	163	Rv0566c	4
PF00891	321	Rv0567	111
PF16864	94	Rv0567	7
PF00067	438	cyp135B1	10
PF08940	58	Rv0569	1
PF00317	202	nrdZ	121
PF02867	669	nrdZ	205
PF03477	107	nrdZ	21
PF00156	196	Rv0571c	2
PF01738	434	Rv0571c	242
PF04095	343	pncB2	153
PF17767	133	pncB2	10
PF09587	291	Rv0574c	9
PF01494	337	Rv0575c	1
PF01022	53	Rv0576	7
PF08327	231	Rv0576	112
PF00903	126	TB27.3	11
PF18029	255	TB27.3	147
PF00934	93	PE_PGRS7	4
PF01927	241	Rv0579	97
PF14451	82	Rv0579	2
PF01402	40	vapB26	3
PF01850	124	vapC26	1
PF10738	227	lpqN	57
PF07971	751	Rv0584	280
PF17678	274	Rv0584	44
PF03706	782	Rv0585c	492
PF00392	74	mce2R	12
PF07729	224	mce2R	103
PF02405	257	yrbE2A	46
PF02405	283	yrbE2B	72
PF02470	125	mce2A	42
PF11887	404	mce2A	153
PF02470	113	mce2B	35
PF02470	113	mce2C	38
PF02470	121	mce2D	45
PF02470	141	lprL	65
PF02470	114	mce2F	38
PF11887	302	mce2F	147
PF01850	125	vapC4	6
PF02604	76	vapB4	2
PF13173	138	Rv0597c	18
PF13635	359	Rv0597c	159
PF01850	128	vapC27	5
PF04014	48	vapB27	3
PF02518	141	Rv0600c	33
PF00672	117	Rv0601c	61
PF00072	135	tcrA	25
PF00486	242	tcrA	167
PF07485	312	lpqO	193
PF07485_1	172	lpqO	51
PF00239	199	Rv0605	60
PF12323	57	Rv0606	12
PF07704	80	vapB28	1
PF01850	127	vapC28	1
PF16277	114	Rv0611c	58
PF02810	467	Rv0613c	449
PF01850	123	vapC29	3
PF01087	222	galTa	66
PF02744	180	galTb	26
PF00288	161	galK	93
PF08544	342	galK	260
PF10509	40	galK	2
PF05305	195	Rv0622	139
PF07704	83	vapB30	1
PF01850	126	vapC30	1
PF09335	189	Rv0625c	71
PF02604	76	vapB5	1
PF01850	127	vapC5	8
PF08495	219	Rv0628c	34
PF10442	364	Rv0628c	221
PF13538	545	recD	497
PF13604	369	recD	149
PF00580	314	recB	5
PF12705	1068	recB	816
PF13361	693	recB	530
PF04257	766	recC	2
PF17946	1021	recC	794
PF00378	229	echA3	8
PF00753	203	Rv0634c	24
PF09957	68	Rv0634A	16
PF00471	55	rpmG2	9
PF13452	138	hadA	6
PF01575	127	hadB	7
PF13452	138	hadC	10
PF00584	160	secE1	106
PF02357	151	nusG	47
PF00298	141	rplK	73
PF03946	68	rplK	3
PF00687	220	rplA	29
PF02353	292	mmaA4	12
PF02353	289	mmaA3	9
PF02353	283	mmaA2	3
PF02353	282	mmaA1	2
PF00561	167	lipG	26
PF03109	271	Rv0647c	150
PF01074	211	Rv0648	1
PF07748	546	Rv0648	396
PF09261	304	Rv0648	209
PF10633	1083	Rv0648	1007
PF00480	301	Rv0650	3
PF00466	98	rplJ	1
PF00542	130	rplL	63
PF16320	57	rplL	5
PF00440	57	Rv0653c	11
PF13305	202	Rv0653c	81
PF03055	499	Rv0654	18
PF00005	192	mkl	43
PF09957	48	vapB6	2
PF02517	222	Rv0658c	132
PF02452	100	mazF2	2
PF01402	39	mazE2	2
PF01850	128	vapC7	2
PF00884	460	atsD	43
PF01850	111	vapC8	10
PF00562	1062	rpoB	643
PF04560	1140	rpoB	1064
PF04561	379	rpoB	181
PF04563	425	rpoB	52
PF04565	506	rpoB	438
PF10385	582	rpoB	516
PF00623	561	rpoC	419
PF04983	736	rpoC	564
PF04997	417	rpoC	4
PF04998	1218	rpoC	843
PF05000	843	rpoC	748
PF04734	482	Rv0669c	2
PF17048	636	Rv0669c	484
PF01261	249	end	13
PF10503	196	lpqP	44
PF00441	437	fadE8	280
PF02770	271	fadE8	176
PF18158	162	fadE8	9
PF00378	285	echA4	115
PF00378_1	107	echA4	19
PF07848	67	Rv0674	5
PF08223	235	Rv0674	153
PF00378	244	echA5	8
PF03176	393	mmpL5	63
PF03176_1	950	mmpL5	612
PF05423	142	mmpS5	5
PF11259	159	Rv0679c	101
PF11259	113	Rv0680c	55
PF00440	58	Rv0681	12
PF13305	180	Rv0681	83
PF00164	123	rpsL	12
PF00177	149	rpsG	1
PF00009	285	fusA1	11
PF00679	694	fusA1	607
PF03144	395	fusA1	328
PF03764	605	fusA1	483
PF14492	482	fusA1	408
PF00009	203	tuf	10
PF03143	395	tuf	300
PF03144	296	tuf	226
PF13561	272	Rv0687	17
PF00070	236	Rv0688	156
PF14759	405	Rv0688	330
PF10094	348	Rv0690c	8
PF00440	60	Rv0691c	18
PF17754	194	Rv0691c	83
PF04055	181	pqqE	24
PF13186	320	pqqE	251
PF13353	142	pqqE	18
PF01070	380	lldD1	16
PF02633	239	Rv0695	14
PF00535	244	Rv0696	85
PF00732	299	Rv0697	8
PF05199	474	Rv0697	358
PF00338	101	rpsJ	7
PF00297	217	rplC	85
PF00573	212	rplD	24
PF00276	95	rplW	9
PF00181	119	rplB	42
PF03947	251	rplB	126
PF00203	83	rpsS	3
PF00237	118	rplV	15
PF00189	202	rpsC	119
PF07650	110	rpsC	37
PF00252	132	rplP	4
PF00831	64	rpmC	8
PF00366	129	rpsQ	62
PF00884	466	atsA	37
PF03781	294	Rv0712	1
PF14494	311	Rv0713	57
PF00238	122	rplN	1
PF00467	36	rplX	5
PF17136	105	rplX	38
PF00281	87	rplE	31
PF00673	184	rplE	91
PF00253	60	rpsN1	9
PF00410	132	rpsH	5
PF00347	166	rplF	91
PF00347_1	83	rplF	11
PF00861	122	rplR	7
PF00333	106	rpsE	42
PF03719	188	rpsE	117
PF00327	54	rpmD	4
PF00828	145	rplO	28
PF01343	555	sppA	402
PF01343_1	283	sppA	128
PF04072	197	Rv0725c	19
PF04072	210	Rv0726c	24
PF00596	187	fucA	9
PF00389	320	serA2	22
PF02826	288	serA2	115
PF00370	130	xylB	6
PF02782	403	xylB	237
PF13302	233	Rv0730	113
PF04072	208	Rv0731c	24
PF00344	424	secY	75
PF00406	160	adk	5
PF00557	257	mapA	22
PF04542	87	sigL	18
PF04545	168	sigL	119
PF13490	58	rslA	32
PF01047	114	Rv0737	54
PF11716	121	Rv0738	7
PF10774	112	Rv0739	2
PF01610	82	Rv0741	1
PF00934	94	PE_PGRS8	4
PF12728	54	Rv0744c	4
PF00934	94	PE_PGRS9	4
PF00934	94	PE_PGRS10	4
PF01402	39	vapB31	2
PF01850	135	vapC31	2
PF03446	159	mmsB	3
PF14833	288	mmsB	162
PF00441	383	fadE9	233
PF02770	218	fadE9	120
PF02771	116	fadE9	5
PF00171	490	mmsA	14
PF00300	381	PE_PGRS11	285
PF00934	94	PE_PGRS11	4
PF00823	163	PPE12	6
PF01469	442	PPE12	403
PF01469_1	522	PPE12	483
PF01469_2	402	PPE12	363
PF01469_3	360	PPE12	321
PF01469_4	482	PPE12	443
PF13384	54	Rv0755A	5
PF00072	133	phoP	23
PF00486	243	phoP	169
PF00512	313	phoR	249
PF00672	231	phoR	178
PF02518	470	phoR	358
PF01230	101	Rv0759c	9
PF02136	136	Rv0760c	9
PF00107	333	adhB	197
PF08240	155	adhB	27
PF13459	63	Rv0763c	5
PF00067	444	cyp51	7
PF00106	205	Rv0765c	11
PF00067	399	cyp123	186
PF00440	81	Rv0767c	35
PF00171	484	aldA	17
PF13561	244	Rv0769	11
PF03446	167	Rv0770	9
PF14833	290	Rv0770	170
PF02627	111	Rv0771	26
PF01071	292	purD	101
PF02843	414	purD	328
PF02844	100	purD	1
PF01019	507	ggtA	21
PF00756	297	Rv0774c	79
PF00440	64	Rv0775	18
PF17940	196	Rv0775	88
PF04250	233	Rv0776c	5
PF00206	301	purB	12
PF10397	449	purB	366
PF00067	402	cyp126	196
PF01259	261	purC	10
PF02897	226	ptrBa	10
PF00326	536	ptrBb	317
PF02897	261	ptrBb	32
PF07690	444	emrB	47
PF10096	164	Rv0784	4
PF00890	547	Rv0785	23
PF13483	94	Rv0786c	1
PF02700	76	Rv0787A	3
PF13507	217	purQ	2
PF01841	152	Rv0790c	28
PF00296	287	Rv0791c	8
PF00392	85	Rv0792c	22
PF07702	246	Rv0792c	106
PF03992	79	Rv0793	4
PF02852	487	lpdB	377
PF07992	357	lpdB	22
PF01527	90	Rv0795	4
PF00665	206	Rv0796	102
PF13276	79	Rv0796	20
PF01548	158	Rv0797	4
PF02371	307	Rv0797	220
PF04454	251	cfp29	1
PF04261	306	Rv0799c	8
PF02127	426	pepC	11
PF18029	113	Rv0801	7
PF13302	164	Rv0802c	16
PF00586	586	purL	464
PF00586_1	211	purL	93
PF02769	381	purL	223
PF02769_1	743	purL	600
PF18072	70	purL	25
PF02517	190	Rv0804	91
PF00149	211	Rv0805	14
PF11380	345	cpsY	239
PF17101	228	cpsY	201
PF17102	436	cpsY	388
PF17103	520	cpsY	464
PF17844	125	Rv0807	32
PF00156	417	purF	294
PF13522	235	purF	87
PF00586	174	purM	41
PF02769	356	purM	186
PF11273	60	Rv0810c	2
PF01571	241	Rv0811c	14
PF01063	263	pabC	29
PF08768	223	Rv0813c	64
PF07210	99	sseC2	2
PF00581	268	cysA2	147
PF00581_1	119	cysA2	9
PF00085	137	thiX	46
PF11209	256	Rv0817c	26
PF00486	219	Rv0818	145
PF00583	299	mshD	168
PF00583_1	126	mshD	16
PF00005	177	phoT	20
PF01895	104	phoY2	16
PF01895_1	204	phoY2	121
PF03816	429	Rv0822c	254
PF13399	641	Rv0822c	557
PF01207	351	Rv0823c	25
PF03405	322	desA1	6
PF00440	72	Rv0825c	26
PF09995	295	Rv0826	59
PF01022	73	kmtR	27
PF00383	69	Rv0828c	4
PF07282	45	Rv0829	2
PF04072	200	Rv0830	19
PF00934	94	PE_PGRS12	4
PF00934	94	PE_PGRS14	4
PF14032	212	lpqQ	36
PF09952	340	Rv0837c	200
PF01427	256	lpqR	62
PF13847	197	Rv0839	37
PF00561	270	pip	23
PF07690	256	Rv0842	26
PF00676	315	Rv0843	20
PF00072	123	narL	11
PF00394	352	Rv0846c	189
PF07731	502	Rv0846c	384
PF07732	183	Rv0846c	72
PF00291	315	cysK2	29
PF07690	318	Rv0849	17
PF00106	201	Rv0851c	7
PF00205	343	pdc	208
PF02775	539	pdc	393
PF02776	189	pdc	14
PF03364	137	Rv0854	11
PF02515	352	far	7
PF03364	120	Rv0856	1
PF10604	149	Rv0857	9
PF00155	388	dapC	24
PF00108	231	fadA	5
PF02803	402	fadA	280
PF00378	217	fadB	10
PF00725	607	fadB	508
PF02737	506	fadB	327
PF04851	321	ercc3	172
PF13625	127	ercc3	1
PF16203	537	ercc3	345
PF13625	601	Rv0862c	479
PF01967	159	moaC2	26
PF00994	148	mog	7
PF02391	121	moaE2	9
PF06737	114	rpfA	38
PF02597	92	moaD2	15
PF04055	206	moaA2	43
PF06463	343	moaA2	211
PF13353	152	moaA2	35
PF03733	54	Rv0870c	4
PF03733_1	118	Rv0870c	68
PF00313	65	cspB	2
PF00934	94	PE_PGRS15	4
PF00441	437	fadE10	277
PF02770	265	fadE10	167
PF02771	164	fadE10	54
PF08495	219	Rv0874c	34
PF10442	364	Rv0874c	221
PF10969	161	Rv0875c	31
PF07690	496	Rv0876c	119
PF11228	235	Rv0877	45
PF00823	165	PPE13	5
PF01469	327	PPE13	290
PF01469_1	274	PPE13	235
PF01469_2	301	PPE13	265
PF10745	84	Rv0879c	9
PF01047	90	Rv0880	32
PF00588	275	Rv0881	130
PF10801	88	Rv0882	9
PF11268	171	Rv0883c	1
PF00266	339	serC	23
PF11583	303	Rv0885	19
PF00037	62	fprB	39
PF07992	303	fprB	113
PF18029	148	Rv0887c	30
PF03372	473	Rv0888	228
PF17963	187	Rv0888	94
PF00285	349	citA	11
PF00196	875	Rv0890c	819
PF00211	248	Rv0891c	84
PF00743	346	Rv0892	5
PF04072	199	Rv0893c	18
PF03007	296	Rv0895	32
PF06974	487	Rv0895	340
PF00285	414	gltA2	48
PF13450	72	Rv0897c	12
PF10944	87	Rv0898c	8
PF00691	319	ompA	224
PF04972	196	ompA	141
PF00512	295	prrB	230
PF00672	219	prrB	167
PF02518	446	prrB	338
PF00072	120	prrA	10
PF00486	230	prrA	155
PF01039	481	accD3	12
PF00378	243	echA6	5
PF12706	321	Rv0906	122
PF00144	408	Rv0907	63
PF11954	522	Rv0907	437
PF00122	279	ctpE	98
PF00702	548	ctpE	295
PF14013	52	Rv0909	4
PF10604	143	Rv0910	1
PF18029	253	Rv0911	142
PF18029_1	123	Rv0911	14
PF03055	483	Rv0913c	26
PF00108	237	Rv0914c	5
PF02803	399	Rv0914c	266
PF00823	162	PPE14	5
PF12484	398	PPE14	319
PF00934	94	PE7	4
PF02028	511	betP	23
PF08681	152	Rv0918	74
PF00583	143	Rv0919	9
PF00872	407	Rv0920c	29
PF00239	192	Rv0921	52
PF01385	396	Rv0922	269
PF05908	329	Rv0923c	160
PF13772	137	Rv0923c	57
PF01566	401	mntH	52
PF03358	178	Rv0925c	18
PF13561	252	Rv0927c	15
PF12849	338	pstS3	29
PF00528	321	pstC2	99
PF00528	306	pstA1	103
PF01436	536	pknD	509
PF01436_1	578	pknD	551
PF01436_2	620	pknD	594
PF01436_3	490	pknD	468
PF01436_4	662	pknD	635
PF00069	274	pknD	15
PF01547	345	pstS2	47
PF00005	192	pstB	37
PF01547	346	pstS1	52
PF00528	331	pstC1	101
PF00528	300	pstA2	99
PF02735	194	mku	10
PF01068	637	ligD	458
PF04679	751	ligD	656
PF13298	432	ligD	329
PF00753	554	Rv0939	351
PF01557	300	Rv0939	73
PF00296	236	Rv0940c	2
PF01740	120	Rv0941c	15
PF16170	337	Rv0943c	250
PF06827	144	Rv0944	115
PF06831	99	Rv0944	9
PF00106	205	Rv0945	8
PF00342	542	pgi	54
PF01817	97	Rv0948c	33
PF00580	297	uvrD1	23
PF13361	655	uvrD1	302
PF01551	316	Rv0950c	220
PF00549	383	sucC	254
PF08442	195	sucC	2
PF00549	284	sucD	165
PF02629	111	sucD	9
PF00296	277	Rv0953c	15
PF17270	159	Rv0954	37
PF00551	191	purN	13
PF01808	457	purH	141
PF02142	136	purH	22
PF00158	238	Rv0958	161
PF01850	118	vapC9	2
PF16708	171	lprP	27
PF06259	231	Rv0963c	53
PF08044	69	Rv0966c	17
PF02583	87	csoR	8
PF07371	92	Rv0968	1
PF00122	438	ctpV	258
PF00702	672	ctpV	454
PF17197	206	Rv0970	34
PF00378	262	echA7	15
PF00441	382	fadE12	234
PF02770	219	fadE12	124
PF02771	120	fadE12	9
PF00289	108	accA2	2
PF00364	654	accA2	587
PF02785	446	accA2	329
PF02786	319	accA2	107
PF01039	527	accD2	45
PF00441	379	fadE13	229
PF02770	217	fadE13	123
PF02771	119	fadE13	6
PF07287	339	Rv0976c	3
PF00934	94	PE_PGRS16	4
PF00934	93	PE_PGRS17	4
PF01436	244	PE_PGRS17	217
PF01783	50	rpmF	2
PF00934	93	PE_PGRS18	4
PF01436	318	PE_PGRS18	291
PF00072	115	mprA	5
PF00486	225	mprA	149
PF00512	311	mprB	239
PF00672	235	mprB	183
PF02518	466	mprB	351
PF13180	459	pepD	377
PF13365	331	pepD	181
PF00994	171	moaB2	29
PF01741	122	mscL	1
PF00005	175	Rv0986	26
PF00308	386	dnaA	168
PF08299	480	dnaA	413
PF00712	130	dnaN	13
PF02767	260	dnaN	138
PF02768	375	dnaN	262
PF02463	359	recF	2
PF05258	162	Rv0004	75
PF00204	426	gyrB	256
PF00986	664	gyrB	602
PF01751	566	gyrB	454
PF02518	179	gyrB	37
PF00521	484	gyrA	39
PF03989	562	gyrA	515
PF03989_1	769	gyrA	721
PF03989_2	718	gyrA	669
PF03989_3	818	gyrA	772
PF03989_4	615	gyrA	565
PF03989_5	666	gyrA	621
PF12089	302	Rv0007	186
PF10814	145	Rv0008c	9
PF00160	181	ppiA	16
PF10756	136	Rv0010c	58
PF06781	93	Rv0011c	1
PF05949	255	Rv0012	102
PF00117	191	trpG	4
PF03793	422	pknB	360
PF03793_1	557	pknB	495
PF03793_2	626	pknB	561
PF03793_3	490	pknB	427
PF00069	273	pknB	11
PF00069	271	pknA	13
PF00905	484	pbpA	160
PF01098	446	rodA	79
PF13672	220	pstP	16
PF16697	155	fhaB	65
PF00498	518	fhaA	455
PF12401	122	fhaA	8
PF03060	311	Rv0021c	70
PF03060_1	64	Rv0021c	4
PF02467	83	whiB5	5
PF01381	64	Rv0023	10
PF00877	280	Rv0024	182
PF10774	120	Rv0025	5
PF10774	189	Rv0026	76
PF10824	99	Rv0027	1
PF10904	97	Rv0028	1
PF18645	361	Rv0029	268
PF18646	243	Rv0029	163
PF10921	106	Rv0030	3
PF00155	757	bioF2	416
PF13480	311	bioF2	169
PF00550	69	acpA	3
PF12680	116	Rv0034	10
PF00501	437	fadD34	11
PF08608	234	Rv0036c	183
PF11716	147	Rv0036c	11
PF07690	384	Rv0037c	39
PF02622	185	Rv0038	29
PF10738	271	mtc28	102
PF08264	938	leuS	814
PF09334	192	leuS	71
PF13603	504	leuS	305
PF01047	141	Rv0042c	83
PF00392	71	Rv0043c	9
PF00296	221	Rv0044c	9
PF12697	290	Rv0045c	52
PF01658	311	ino1	203
PF03551	82	Rv0047c	6
PF08044	69	Rv0048c	17
PF17249	123	Rv0049	1
PF00905	742	ponA1	452
PF00912	360	ponA1	179
PF09594	414	Rv0051	169
PF01965	141	Rv0052	2
PF01250	92	rpsF	3
PF00436	109	ssb	4
PF01084	77	rpsR1	26
PF01281	47	rplI	1
PF03948	150	rplI	63
PF00772	125	dnaB	23
PF03796	871	dnaB	201
PF14528	694	dnaB	611
PF14890	815	dnaB	407
PF14487	230	Rv0059	29
PF01661	132	Rv0060	18
PF01341	364	celA1	98
PF01565	210	Rv0063	74
PF08031	474	Rv0063	438
PF03699	819	Rv0064	19
PF01850	125	vapC1	4
PF03971	741	icd2	7
PF00440	64	Rv0067c	19
PF00106	222	Rv0068	15
PF03313	451	sdaA	184
PF03315	157	sdaA	4
PF00464	390	glyA2	8
PF00078	194	Rv0071	71
PF00027	314	Rv0073	228
PF00005	172	Rv0073	23
PF01979	398	Rv0074	65
PF00155	381	Rv0075	40
PF00561	262	Rv0077c	22
PF00440	65	Rv0078	19
PF08843	196	Rv0078A	9
PF18993	64	Rv0078B	2
PF16321	186	Rv0079	130
PF12900	144	Rv0080	20
PF12840	71	Rv0081	11
PF01058	156	Rv0082	45
PF00361	399	Rv0083	101
PF00146	311	hycD	6
PF00361	426	hycQ	124
PF00329	125	hycE	10
PF00346	424	hycE	256
PF00374	253	hycE	181
PF10604	220	Rv0088	75
PF13649	116	Rv0089	26
PF09900	225	Rv0090	82
PF01048	250	mtn	4
PF00122	421	ctpA	240
PF00403	76	ctpA	17
PF00702	649	ctpA	437
PF13490	83	Rv0093c	49
PF02720	223	Rv0094c	1
PF02720	98	Rv0095c	36
PF00823	159	PPE1	2
PF18878	457	PPE1	413
PF02668	277	Rv0097	3
PF00501	431	fadD10	20
PF13193	519	fadD10	439
PF00550	70	Rv0100	3
PF00501	1882	nrp	1498
PF00501_1	829	nrp	471
PF00550	2055	nrp	1991
PF00550_1	999	nrp	936
PF00668	1475	nrp	1020
PF07993	2372	nrp	2112
PF13193	1965	nrp	1890
PF05425	234	Rv0102	110
PF09678	625	Rv0102	380
PF00122	424	ctpB	243
PF00403	76	ctpB	18
PF00702	658	ctpB	440
PF00027	478	Rv0104	395
PF00830	62	rpmB1	3
PF02492	192	Rv0106	29
PF07683	351	Rv0106	235
PF00122	1031	ctpI	840
PF00689	1576	ctpI	1423
PF00702	1352	ctpI	1047
PF00934	94	PE_PGRS1	4
PF01694	209	Rv0110	70
PF01757	393	Rv0111	33
PF19040	679	Rv0111	448
PF16363	304	gca	4
PF13580	148	gmhA	11
PF00288	169	hddA	101
PF08544	326	hddA	237
PF03734	249	ldtA	125
PF17964	123	ldtA	23
PF00126	62	oxyS	3
PF03466	298	oxyS	86
PF00205	335	oxcA	206
PF02775	552	oxcA	400
PF02776	184	oxcA	13
PF00501	428	fadD7	13
PF13193	511	fadD7	436
PF00009	287	fusA2	22
PF00679	709	fusA2	621
PF03144	412	fusA2	329
PF03764	619	fusA2	500
PF14492	499	fusA2	425
PF01243	106	Rv0121c	4
PF00934	94	PE_PGRS2	4
PF13180	349	pepA	268
PF13365	222	pepA	79
PF00128	425	treS	66
PF16657	581	treS	501
PF18085	96	mak	16
PF06912	214	Rv0128	12
PF00756	322	fbpC	61
PF00441	410	fadE1	258
PF02770	246	fadE1	145
PF02771	141	fadE1	20
PF00296	333	fgd2	28
PF00583	178	Rv0133	71
PF00561	281	ephF	34
PF00440	66	Rv0135c	20
PF00067	435	cyp138	18
PF01625	155	msrA	6
PF12680	127	Rv0138	18
PF01370	235	Rv0139	5
PF04248	117	Rv0140	24
PF12680	113	Rv0141c	14
PF00654	463	Rv0143c	112
PF00440	139	Rv0144	93
PF04072	208	Rv0145	25
PF04072	205	Rv0146	18
PF00171	477	Rv0147	19
PF00106	208	Rv0148	7
PF00107	279	Rv0149	150
PF08240	94	Rv0149	27
PF00934	132	PE1	42
PF08237	416	PE1	190
PF08237	336	PE2	108
PF13350	276	ptbB	4
PF00441	391	fadE2	240
PF02770	228	fadE2	128
PF02771	124	fadE2	2
PF01262	365	pntAa	146
PF05222	142	pntAa	12
PF12769	94	pntAb	8
PF02233	471	pntB	7
PF00440	62	Rv0158	16
PF17932	196	Rv0158	79
PF00934	94	PE3	4
PF08237	376	PE3	151
PF00934	94	PE4	4
PF08237	399	PE4	172
PF01565	174	Rv0161	36
PF02913	447	Rv0161	211
PF00107	342	adhE1	216
PF08240	174	adhE1	47
PF03061	114	Rv0163	31
PF03364	152	TB18.5	25
PF00392	82	mce1R	20
PF07729	213	mce1R	92
PF00501	437	fadD5	32
PF13193	519	fadD5	445
PF02405	257	yrbE1A	46
PF02405	277	yrbE1B	66
PF02470	126	mce1A	43
PF11887	454	mce1A	154
PF02470	113	mce1B	35
PF02470	113	mce1C	38
PF02470	121	mce1D	45
PF11887	295	mce1D	169
PF02470	126	lprK	50
PF02470	114	mce1F	38
PF06271	145	Rv0176	20
PF09992	369	lprO	147
PF12051	405	Rv0180c	28
PF02678	122	Rv0181c	7
PF17954	235	Rv0181c	149
PF04542	129	sigG	62
PF08281	232	sigG	179
PF12680	357	sigG	255
PF12146	263	Rv0183	27
PF10979	44	Rv0184	5
PF00933	293	bglS	40
PF01915	574	bglS	325
PF14310	673	bglS	606
PF03779	136	Rv0188	88
PF03779_1	81	Rv0188	34
PF00920	572	ilvD	49
PF02583	92	Rv0190	10
PF07690	242	Rv0191	26
PF07690_1	412	Rv0191	224
PF03734	348	Rv0192	221
PF17964	235	Rv0192	129
PF00664	288	Rv0194	20
PF00664_1	898	Rv0194	627
PF00005	499	Rv0194	350
PF00005_1	1108	Rv0194	959
PF00440	55	Rv0196	9
PF00384	452	Rv0197	61
PF01568	735	Rv0197	617
PF04879	58	Rv0197	4
PF01431	659	zmp1	452
PF05649	400	zmp1	20
PF03176	372	mmpL11	43
PF03176_1	712	mmpL11	402
PF16525	116	Rv0203	39
PF03706	346	Rv0204c	37
PF01594	348	Rv0205	21
PF03176	399	mmpL3	43
PF03176_1	745	mmpL3	425
PF01936	203	Rv0207c	39
PF02390	248	Rv0208c	76
PF00821	605	pckA	245
PF17297	241	pckA	21
PF13521	307	nadR	154
PF02310	111	Rv0213c	1
PF04055	342	Rv0213c	168
PF00501	439	fadD4	36
PF13193	525	fadD4	447
PF00441	357	fadE3	234
PF02770	221	fadE3	121
PF02771	117	fadE3	6
PF07859	273	lipW	74
PF00174	442	Rv0218	301
PF07859	371	lipC	159
PF03007	263	Rv0221	4
PF06974	450	Rv0221	301
PF00378	262	echA1	17
PF00171	478	Rv0223c	17
PF08241	156	Rv0224c	63
PF00534	354	Rv0225	193
PF13439	188	Rv0225	20
PF11271	337	Rv0227c	5
PF01757	377	Rv0228	36
PF01850	122	Rv0229c	5
PF02126	320	php	11
PF00441	387	fadE4	236
PF00440	62	Rv0232	17
PF00268	277	nrdB	22
PF00171	454	gabD1	1
PF06762	473	Rv0235c	287
PF06762_1	290	Rv0235c	121
PF11847	693	aftD	15
PF11021	56	Rv0236A	3
PF00933	379	lpqI	60
PF00440	63	Rv0238	17
PF17932	192	Rv0238	82
PF01850	137	vapC24	2
PF13561	448	fabG4	220
PF00108	283	fadA2	15
PF02803	440	fadA2	290
PF00441	458	fadE5	287
PF02770	273	fadE5	161
PF12418	34	fadE5	3
PF12806	607	fadE5	473
PF01613	161	Rv0245	16
PF00111	78	Rv0247c	14
PF13183	216	Rv0247c	140
PF00890	429	Rv0248c	10
PF02910	608	Rv0248c	488
PF00011	158	hsp	46
PF00070	248	nirB	163
PF01077	786	nirB	644
PF03460	635	nirB	571
PF04324	489	nirB	440
PF18267	408	nirB	339
PF13806	114	nirD	9
PF02283	174	cobU	3
PF01656	241	cobQ1	4
PF07685	432	cobQ1	255
PF00823	165	PPE2	8
PF18878	547	PPE2	500
PF17920	144	Rv0258c	38
PF01903	105	Rv0259c	8
PF01903_1	221	Rv0259c	123
PF00486	372	Rv0260c	302
PF02602	270	Rv0260c	23
PF07690	408	narK3	38
PF13527	133	aac	13
PF02626	284	Rv0263c	26
PF02682	199	Rv0264c	7
PF01497	301	fecB2	59
PF01968	491	oplA	202
PF02538	1201	oplA	694
PF05378	183	oplA	7
PF07690	416	narU	47
PF02604	150	Rv0268c	88
PF00501	468	fadD2	68
PF13193	551	fadD2	476
PF00441	345	fadE6	206
PF00441_1	725	fadE6	575
PF02770	563	fadE6	469
PF02771	114	fadE6	6
PF02771_1	465	fadE6	368
PF00440	61	Rv0273c	16
PF00903	163	Rv0274	15
